Table,SubTable,Prefix,ProductId,ProductDescription,ProductStatus,Field,Type,Required,EnumName
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.6,Non-Operational Account Balances,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.7,Operational Escrow Accounts,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.8,Non-Reciprocal Brokered Accounts,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.9,Stable Affiliated Sweep Account Balances,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.10,Less Stable Affiliated Sweep Account Balances,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.11,Non-Affiliated Sweep Accounts,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.12,Other Product Sweep Accounts,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.13,Reciprocal Accounts,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.14,Other Third-Party Deposits,OK,InternalCounterparty,string,False,
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,ReportingEntity,string,True,
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,Currency,enum,True,Currency
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,Converted,enum,True,YesNo
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,Product,string,True,
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,Counterparty,enum,False,Counterparty
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,GSIB,enum,False,YesNo
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,MaturityAmount,money,False,
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,CollateralClass,enum,False,CollateralClass
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,CollateralValue,money,False,
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,Insured,enum,False,YesNo
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,Trigger,enum,False,Trigger
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,Rehypothecated,enum,False,YesNo
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,BusinessLine,string,False,
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,Internal,enum,False,YesNo
Outflows,Deposits,O.D,O.D.15,Other Accounts,OK,InternalCounterparty,string,False,
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,ReportingEntity,string,True,
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,Currency,enum,True,Currency
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,Converted,enum,True,YesNo
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,Product,string,True,
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,Counterparty,enum,False,Counterparty
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,GSIB,enum,False,YesNo
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,MaturityAmount,money,False,
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,ForwardStartAmount,money,False,
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,CollateralClass,enum,False,CollateralClass
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,CollateralValue,money,False,
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,Internal,enum,False,YesNo
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,InternalCounterparty,string,False,
Outflows,Other,O.O,O.O.1,Derivative Payables,OK,BusinessLine,string,False,
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,ReportingEntity,string,True,
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,Currency,enum,True,Currency
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,Converted,enum,True,YesNo
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,Product,string,True,
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,Counterparty,enum,False,Counterparty
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,GSIB,enum,False,YesNo
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,MaturityAmount,money,False,
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,ForwardStartAmount,money,False,
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,CollateralClass,enum,False,CollateralClass
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,CollateralValue,money,False,
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,Internal,enum,False,YesNo
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,InternalCounterparty,string,False,
Outflows,Other,O.O,O.O.2,Collateral Called for Delivery,OK,BusinessLine,string,False,
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,ReportingEntity,string,True,
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,Currency,enum,True,Currency
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,Converted,enum,True,YesNo
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,Product,string,True,
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,Counterparty,enum,False,Counterparty
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,GSIB,enum,False,YesNo
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,MaturityAmount,money,False,
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,ForwardStartAmount,money,False,
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,CollateralClass,enum,False,CollateralClass
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,CollateralValue,money,False,
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,Internal,enum,False,YesNo
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,InternalCounterparty,string,False,
Outflows,Other,O.O,O.O.3,TBA Purchases,OK,BusinessLine,string,False,
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,ReportingEntity,string,True,
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,Currency,enum,True,Currency
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,Converted,enum,True,YesNo
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,Product,string,True,
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,Counterparty,enum,False,Counterparty
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,GSIB,enum,False,YesNo
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,MaturityAmount,money,False,
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,ForwardStartAmount,money,False,
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,CollateralClass,enum,False,CollateralClass
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,CollateralValue,money,False,
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,Internal,enum,False,YesNo
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,InternalCounterparty,string,False,
Outflows,Other,O.O,O.O.4,Credit Facilities,OK,BusinessLine,string,False,
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,ReportingEntity,string,True,
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,Currency,enum,True,Currency
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,Converted,enum,True,YesNo
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,Product,string,True,
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,Counterparty,enum,False,Counterparty
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,GSIB,enum,False,YesNo
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,MaturityAmount,money,False,
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,ForwardStartAmount,money,False,
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,CollateralClass,enum,False,CollateralClass
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,CollateralValue,money,False,
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,Internal,enum,False,YesNo
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,InternalCounterparty,string,False,
Outflows,Other,O.O,O.O.5,Liquidity Facilities,OK,BusinessLine,string,False,
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,ReportingEntity,string,True,
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,Currency,enum,True,Currency
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,Converted,enum,True,YesNo
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,Product,string,True,
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,Counterparty,enum,False,Counterparty
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,GSIB,enum,False,YesNo
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,MaturityAmount,money,False,
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,ForwardStartAmount,money,False,
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,CollateralClass,enum,False,CollateralClass
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,CollateralValue,money,False,
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,Internal,enum,False,YesNo
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,InternalCounterparty,string,False,
Outflows,Other,O.O,O.O.6,Retail Mortgage Commitments,OK,BusinessLine,string,False,
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,ReportingEntity,string,True,
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,Currency,enum,True,Currency
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,Converted,enum,True,YesNo
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,Product,string,True,
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,Counterparty,enum,False,Counterparty
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,GSIB,enum,False,YesNo
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,MaturityAmount,money,False,
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,ForwardStartAmount,money,False,
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,CollateralClass,enum,False,CollateralClass
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,CollateralValue,money,False,
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,Internal,enum,False,YesNo
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,InternalCounterparty,string,False,
Outflows,Other,O.O,O.O.7,Trade Finance Instruments,OK,BusinessLine,string,False,
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,ReportingEntity,string,True,
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,Currency,enum,True,Currency
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,Converted,enum,True,YesNo
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,Product,string,True,
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,Counterparty,enum,False,Counterparty
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,GSIB,enum,False,YesNo
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,MaturityAmount,money,False,
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,ForwardStartAmount,money,False,
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Other,O.O,O.O.8,MTM Impact on Derivative Positions,OK,CollateralClass,enum,False,CollateralClass
